Movie Title,Year,Score,Adjusted Score,Director,Synopsis,Cast,Consensus
Together Together,2021,90,98053.0,Nikole Beckwith," When young loner Anna is hired as the gestational surrogate for Matt, a single man in his 40s who wants...","Ed Helms, Patti Harrison, Tig Notaro, Julio Torres",No consensus yet.
The Suicide Squad,2021,90,110290.0,James Gunn," Welcome to hell--a.k.a. Belle Reve, the prison with the highest mortality rate in the US of A. Where the worst...","Margot Robbie, Idris Elba, John Cena, Viola Davis","Enlivened by writer-director James Gunn's singularly skewed vision,"
Promising Young Woman,2020,90,118470.0,Emerald Fennell," Nothing in Cassie's life is what it appears to be -- she's wickedly smart, tantalizingly cunning, and she's living a...","Carey Mulligan, Laverne Cox, Bo Burnham, Clancy Brown",No consensus yet.
True Mothers,2020,91,91704.0,Naomi Kawase, An adopted son's mother receives an unexpected visit from the boy's biological mother....,"Arata Iura, Hiromi Nagasaku, Aju Makita, Reo Sato",No consensus yet.
The Man Who Sold His Skin,2020,91,92821.0,Kaouther Ben Hania," Sam Ali, a young sensitive and impulsive Syrian, left his country for Lebanon to escape the war. To be able...","Yahya Mahayni, Monica Bellucci, Koen De Bouw, Marc De Panda",
Holler,2020,91,93137.0,Nicole Riegel," In a forgotten pocket of Southern Ohio where American manufacturing and opportunity are dying up, a determined young woman finds...","Jessica Barden, Pamela Adlon, Gus Halper, Austin Amelio","It's hard not to hear echoes of similarly desperate stories, but"
Little Fish,2020,91,93765.0,Chad Hartigan," Little Fish, the fourth feature film from director Chad Hartigan, is a romance set in a near-future Seattle teetering on...","Olivia Cooke, Jack O'Connell, Soko, RaÃºl Castillo","Tough but stirring,"
Roadrunner: A Film About Anthony Bourdain,2021,91,98697.0,Morgan Neville," It's not where you go. It's what you leave behind.... Chef, writer, adventurer, provocateur: Anthony Bourdain lived his life unabashedly....",Anthony Bourdain,"An emotionally raw and respectful portrait of Anthony Bourdain,"
Luca,2021,91,106794.0,Enrico Casarosa," Set in a beautiful seaside town on the Italian Riviera, Disney and Pixar's original feature film ""Luca"" is a coming-of-age...","Jacob Tremblay, Jack Dylan Grazer, Emma Berman, Maya Rudolph","Slight but suffused with infectious joy, the beguiling"
A Quiet Place Part II,2021,91,111709.0,John Krasinski," Following the deadly events at home, the Abbott family must now face the terrors of the outside world as they...","Emily Blunt, Cillian Murphy, Millicent Simmonds, Noah Jupe","A nerve-wracking continuation of its predecessor,"
Truman & Tennessee: An Intimate Conversation,2020,92,93081.0,Lisa Immordino Vreeland," The work, lives, and personal journeys of iconic American artists Truman Capote and Tennesee Williams coalesce with creative combustion in...","Zachary Quinto, Jim Parsons",No consensus yet.
Days of the Bagnold Summer,2019,92,94197.0,Simon Bird," Based on the critically acclaimed graphic novel, DAYS OF THE BAGNOLD SUMMER is a funny yet sweet coming-of-age story about...","Monica Dolan, Earl Cave, Rob Brydon, Elliot Speller-Gillott",
Coming Home in the Dark,2021,92,93762.0,James Ashcroft," A family's idyllic outing at an isolated coastline descends into terror when high school teacher Alan 'Hoaggie' Hoaganraad, his wife...","Daniel Gillies, Erik Thompson, Miriama McDowell, Matthias Luafutu","Smart, well-acted, and above all scary,"
Final Account,2020,92,93887.0,Luke Holland, FINAL ACCOUNT is an urgent portrait of the last living generation of everyday people to participate in Adolf Hitler's Third...,,
Mandibles,2020,92,93872.0,Quentin Dupieux, Two hapless losers discover a giant fly in the trunk of a stolen car and decide to domesticate it in...,"GrÃ©goire Ludig, David Marsais, AdÃ¨le Exarchopoulos, India Hair",
PG: Psycho Goreman,2020,92,95219.0,Steven Kostanski, Siblings Mimi and Luke unwittingly resurrect an ancient alien overlord who was entombed on Earth millions of years ago after...,"Nita-Josee Hanna, Owen Myre, Adam Brooks, Alexis Hancey",No consensus yet.
Limbo,2020,92,98398.0,Ben Sharrock," Recently nominated for two BAFTAÂ® awards for Best British Film and Best Debut by a British Writer, Director or Producer,...","Amir El-Masry, Vikash Bhai, Ola Orebiyi, Kwabena Ansah","A profoundly uplifting portrait of the refugee experience,"
No Sudden Move,2021,92,98931.0,Steven Soderbergh," Set in 1954 Detroit, NO SUDDEN MOVE centers on a group of small-time criminals who are hired to steal what...","Don Cheadle, Benicio Del Toro, David Harbour, Jon Hamm","While it may not be on par with his best crime capers,"
Saint Maud,2019,92,102553.0,Rose Glass," The debut film from writer-director Rose Glass, Saint Maud is a chilling and boldly original vision of faith, madness, and...","Morfydd Clark, Jennifer Ehle, Lily Frazer, Lily Knight","A brilliantly unsettling blend of body horror and psychological thriller,"
Shang-Chi and the Legend of the Ten Rings,2021,92,109480.0,Destin Daniel Cretton," Marvel Studios' ""Shang-Chi and The Legend of The Ten Rings"" stars Simu Liu as Shang-Chi, who must confront the past...","Simu Liu, Awkwafina, Meng'er Zhang, Fala Chen",
Raging Fire,2021,93,93560.0,Benny Chan," Bong (Donnie Yen) is a highly respected hardline cop with a long history of success on dangerous cases. However, his...","Donnie Yen Ji-Dan, Nicholas Tse, Lan Qin, Ray Lui",
Wildland,2020,93,93515.0,Jeanette Nordahl," Following a car accident, which kills her mother, 17-year-old Ida moves in with her estranged aunt and her aunt's grown...","Sandra Guldberg Kampp, Sidse Babett Knudsen, Joachim Fjelstrup, Elliott Crosset Hove",No consensus yet.
The Alpinist,2021,93,93633.0,Peter Mortimer," Marc-AndrÃ© Leclerc climbs alone, far from the limelight. On remote alpine faces, the free-spirited 23-year-old Canadian makes some of the...","Marc-AndrÃ© Leclerc, Brette Harrington, Alex Honnold, Reinhold Messner",
Pray Away,2020,93,93639.0,Kristine Stolakis," Five evangelicals in the 1970s break away and form Exodus International, a group that claims that gay people can become...",,No consensus yet.
Spring Blossom,2020,93,94703.0,Suzanne Lindon," Suzanne (Suzanne Lindon) is sixteen. She is bored with people her own age. From the outside, everything appears lovely in...","Suzanne Lindon, Arnaud Valois, FrÃ©dÃ©ric Pierrot, Florence Viala",No consensus yet.
Martyrs Lane,2021,93,94748.0,Ruth Platt," In this unsettling ghost story, Leah, 10, lives in a large, old house with her family but can't quite work...","Kiera Thompson, Denise Gough, Sienna Sayer, Steven Cree","Well-acted by its young leads,"
Lily Topples The World,2021,93,94884.0,Jeremy Workman, LILY TOPPLES THE WORLD follows 20-year-old sensation Lily Hevesh -- the world's most acclaimed domino toppler and the only girl...,Lily Hevesh,"A layered look at fame in the digital era,"
V/H/S/94,2021,93,94435.0,Chloe Okuno," A Shudder Original Film, V/H/S/94 is the fourth installment in the hit horror anthology franchise and marks the return of...","Anna Hopkins, Christian Lloyd, Kyal Legend, Budi Ross",
"All Light, Everywhere",2021,93,94435.0,Theo Anthony," ALL LIGHT, EVERYWHERE is an exploration of the shared histories of cameras, weapons, policing and justice. As surveillance technologies become...",Keaver Brenai,No consensus yet.
Lucky,2020,93,95246.0,Natasha Kermani, A self-help book author finds herself stalked by a threatening figure who returns to her house night after night. She...,Hunter Smith,"A rich blend of thrilling horror and sharp social commentary,"
Swan Song,2021,93,95338.0,Todd Stephens," Legendary actor Udo Kier stars as retired hairdresser Pat Pitsenbarger, who escapes the confines of his small-town Sandusky, Ohio nursing...","Udo Kier, Jennifer Coolidge, Linda Evans, Michael Urie",No consensus yet.
Some Kind of Heaven,2020,93,96266.0,Lance Oppenheim," With Some Kind of Heaven, first-time feature director Lance Oppenheim cracks the manicured facade of The Villages, Americaâs largest retirement...",,
The Killing of Two Lovers,2020,93,97143.0,Robert Machoian," The Killing of Two Lovers follows David, who desperately tries to keep his family of six together during a separation...","Clayne Crawford, Sepideh Moafi, Chris Coy, Avery Pizzuto",
Val,2021,93,99294.0,Ting Poo," For over 40 years Val Kilmer, one of Hollywood's most mercurial and/or misunderstood actors has been documenting his own life...","Val Kilmer, Jack Kilmer",No consensus yet.
Never Gonna Snow Again,2020,94,95060.0,MaÅgorzata Szumowska," On a gray, foggy morning outside a large Polish city, Zhenia (Alec Utgoff), a masseur from the East, enters the...","Alec Utgoff, Maja Ostaszewska, Agata Kulesza, Weronika Rosati",No consensus yet.
About Endlessness,2019,94,99395.0,Roy Andersson," ABOUT ENDLESSNESS is a reflection on human life in all its beauty and cruelty, its splendor and banality. We wander,...","Martin Serner, Jessica Louthander, Tatiana Delaunay, Anders HellstrÃ¶m",
Raya and the Last Dragon,2021,94,109671.0,Don Hall," Long ago, in the fantasy world of Kumandra, humans and dragons lived together in harmony. But when sinister monsters known...","Kelly Marie Tran, Awkwafina, Izaac Wang, Gemma Chan","Another gorgeously animated, skillfully voiced entry in the Disney canon,"
In the Heights,2021,94,114855.0,Jon M. Chu," The creator of ""Hamilton"" and the director of ""Crazy Rich Asians"" invite you to the event of the summer, where...","Anthony Ramos, Melissa Barrera, Leslie Grace, Corey Hawkins",No consensus yet.
Wildfire,2020,95,96929.0,Cathy Brady, Two reunited Irish sisters uncover secrets from their mother's past....,"Nika McGuigan, Nora-Jane Noone, Martin McCann, Kate Dickie","Anchored by the believable bond between its leads,"
Jimmy Carter: Rock & Roll President,2020,95,96925.0,Mary Wharton, Jimmy Carter becomes the first U.S. president to openly embrace rock 'n' roll....,"Jimmy Carter, Bob Dylan, Willie Nelson",No consensus yet.
Test Pattern,2021,95,96748.0,Shatara Michelle Ford," Young couple Renesha (Brittany S. Hall) and Evan (Will Brill) negotiate a variety of questions, judgments, and other comments on...","Brittany S. Hall, Will Brill, Gail Bean, Drew Fuller",No consensus yet.
Old Henry,2021,95,96578.0,Potsy Ponciroli," Old Henry is an action-Western about a widowed farmer and his son who warily take in a mysterious, injured man...","Tim Blake Nelson, Scott Haze, Gavin Lewis, Trace Adkins","Led by a reliably solid performance from Tim Blake Nelson,"
Lapsis,2020,95,96573.0,Noah Hutton," In a parallel present, delivery man Ray Tincelli is struggling to support himself and his ailing younger brother. After a...","Madeline Wise, Dean Imperial, Ivory Aquino, Babe Howard",
Street Gang: How We Got to Sesame Street,2021,95,99518.0,Marilyn Agrelo, Street Gang will take us inside the minds and hearts of the Sesame Street creators to help us understand not...,"Joan Ganz Cooney, Jim Henson, Jon Stone, Frank Oz","Like the show whose groundbreaking creation it commemorates,"
Rita Moreno: Just a Girl Who Decided to Go For It,2021,95,100631.0,," Over a 70+ year career, Rita Moreno defied both her humble upbringing and relentless racism to become a celebrated and...","Gloria Estefan, Morgan Freeman, Whoopi Goldberg, Eva Longoria","An affecting profile of screen legend Rita Moreno,"
Mass,2021,95,103118.0,Fran Kranz," Years after an unspeakable tragedy tore their lives apart, two sets of parents (Jason Isaacs and Martha Plimpton, Reed Birney...","Reed Birney, Ann Dowd, Jason Isaacs, Martha Plimpton",
The Sparks Brothers,2021,95,103558.0,Edgar Wright," How can one rock band be successful, underrated, hugely influential, and criminally overlooked all at the same time? Edgar Wright's...","Ron Mael, Russell Mael, Edgar Wright, Flea",No consensus yet.
The Disciple,2020,96,96884.0,Chaitanya Tamhane, A vocalist who has devoted his life to the study of classical Indian music begins to question whether he will...,"Aditya Modak, Arun Dravid, Sumitra Bhave, Deepika Bhide Bhagwat","The rare film that captures the passion that drives the mastery of creative pursuits,"
The Human Factor,2019,96,96955.0,Dror Moreh," With unprecedented access to the foremost American negotiators, THE HUMAN FACTOR is the behind-the-scenes story from the last 25 years,...",,No consensus yet.
Plan B,2021,96,98194.0,Natalie Morales," After a regrettable sexual encounter, a straight-laced student and her best friend have 24 hours to hunt down a Plan...","Kuhoo Verma, Victoria Moroles, Josh Ruben, Mason Cook",
In the Same Breath,2021,96,98270.0,Nanfu Wang, IN THE SAME BREATH recounts the experiences of people on the ground in the earliest days of the novel coronavirus...,,No consensus yet.
Stray,2021,96,98184.0,Elizabeth Lo," STRAY explores what it means to live as a being without status or security, following three strays as they embark...",,No consensus yet.
Slaxx,2020,96,98335.0,Elza Kephart, A possessed pair of jeans is brought to life to punish the unscrupulous practices of a trendy clothing company. Shipped...,"Romane Denis, Brett Donahue, Sehar Bhojani, Stephen Bogaert",No consensus yet.
The Rescue,2021,96,98338.0,Elizabeth Chai Vasarhelyi," The Rescue chronicles the enthralling, against-all-odds story that transfixed the world in 2018: the daring rescue of twelve boys and...","Rick Stanton, John Volanthen",No consensus yet.
The Amusement Park,1973,96,98496.0,George A. Romero," Recently discovered and restored 46 years after its completion by the George A. Romero Foundation and produced by Suzanne Desrocher-Romero,...","Lincoln Maazel, Harry Albacker, Phyllis Casterwiler, Pete Chovan",No consensus yet.
Billie Eilish: The World's a Little Blurry,2021,96,100224.0,R.J. Cutler," ""Billie Eilish: The World's A Little Blurry"" tells the true coming-of-age story of the singer-songwriter and her rise to global...",Billie Eilish,No consensus yet.
I'm Your Man,2021,96,95523.0,Maria Schrader," In order to obtain funds for her research, Alma (Maren Eggert) is persuaded to participate in an extraordinary study. For...","Maren Eggert, Dan Stevens, Sandra HÃ¼ller, Hans LÃ¶w",No consensus yet.
Riders of Justice,2020,96,102994.0,Anders Thomas Jensen," RIDERS OF JUSTICE follows recently-deployed Markus (Mads Mikkelsen), who is forced to return home to care for his teenage daughter...","Mads Mikkelsen, Nikolaj Lie Kaas, Andrea Heick Gadeberg, Lars Brygmann",No consensus yet.
CODA,2021,96,109169.0,SiÃ¢n Heder," Seventeen-year-old Ruby (Emilia Jones) is the sole hearing member of a deaf family -- a CODA, child of deaf adults....","Emilia Jones, Troy Kotsur, Marlee Matlin, Daniel Durant",
Judas and the Black Messiah,2021,96,116228.0,Shaka King," FBI informant William O'Neal infiltrates the Illinois Black Panther Party and is tasked with keeping tabs on their charismatic leader,...","Daniel Kaluuya, LaKeith Stanfield, Jesse Plemons, Dominique Fishback","An electrifying dramatization of historical events,"
The Reason I Jump,2020,97,98636.0,Jerry Rothwell," Based on the best-selling book by Naoki Higashida, THE REASON I JUMP is an immersive cinematic exploration of neuro-diversity through...",,
The Boy Behind the Door,2020,97,98895.0,David Charbonier," In The Boy Behind the Door, a night of unimaginable terror awaits twelve-year-old Bobby (Lonnie Chavis) and his best friend,...","Lonnie Chavis, Ezra Dewey, Kristin Bauer van Straten, Scott Michael Foster",No consensus yet.
The Human Voice,2020,97,98950.0,Pedro AlmodÃ³var, A woman watches time passing next to the suitcases of her ex-lover -- who is supposed to come pick her...,Tilda Swinton,
Flee,2021,97,99058.0,Jonas Poher Rasmussen, FLEE tells the story of Amin Nawabi as he grapples with a painful secret he has kept hidden for 20...,,"Depicting the refugee experience through vivid animation,"
The Lost Leonardo,2021,97,100653.0,Andreas Koefoed," THE LOST LEONARDO tells the inside story behind the Salvator Mundi, the most expensive painting ever sold at $450 million,...","Maria Teresa Fiorio, Frank ZÃ¶llner, Martin Kemp, Luke Syson",No consensus yet.
I Carry You With Me,2020,97,100579.0,Heidi Ewing," Based on true love, this decades spanning romance begins in Mexico between an aspiring chef (Armando Espitia) and a teacher...","Armando Espitia, Christian VÃ¡zquez, Michelle RodrÃ­guez, Ãngeles Cruz","A remarkable feature debut for director Heidi Ewing,"
Gunda,2020,97,100587.0,," Experiential cinema in its purest form, GUNDA chronicles the unfiltered lives of a mother pig, a flock of chickens, and...",,No consensus yet.
The Velvet Underground,2021,97,101132.0,Todd Haynes," The Velvet Underground created a new sound that changed the world of music, cementing its place as one of rock...","Mary Woronov, Jonathan Richman, John Cale, Maureen Ann Tucker",
The Truffle Hunters,2020,97,102556.0,Michael Dweck," A handful of men search for rare, expensive and delicious white Alba truffles deep in the forests of Piedmont, Italy....",,No consensus yet.
Shiva Baby,2020,97,104178.0,Emma Seligman," While at a Jewish funeral service with her parents, a college student has an awkward encounter with her sugar daddy...","Rachel Sennott, Molly Gordon, Polly Draper, Danny Deferrari",No consensus yet.
Pig,2021,97,109419.0,Michael Sarnoski," Living alone in the Oregon wilderness, a truffle hunter returns to Portland to find the person who stole his beloved...","Nicolas Cage, Alex Wolff, Adam Arkin, Nina Belforte","Like the animal itself,"
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,98,98560.0,Haruo Sotozaki," Falling forever into an endless dream... Tanjiro and the group have completed their rehabilitation training at the Butterfly Mansion, and...","Zach Aguilar, Abby Trott, Aleks Le, Bryce Papenbrook",
Liyana,2017,98,98728.0,Aaron Kopp, A Swazi girl embarks on a dangerous mission to save her twin brothers....,Gcina Mhlophe,No consensus yet.
Hope,2019,98,98724.0,Maria SÃ¸dahl, ANJA lives with TOMAS in a large family of biological children and stepchildren. For a number of years the two...,"Stellan Skarsgard, Andrea BrÃ¦in Hovig, Elli Rhiannon MÃ¼ller Osbourne, Johannes Joner",No consensus yet.
Assassins,2020,98,98637.0,Ryan White, The audacious murder of the brother of North Koreaâs Supreme Leader Kim Jon Un in a crowded Malaysian airport sparked...,,No consensus yet.
There Is No Evil,2020,98,98685.0,Mohammad Rasoulof," Shot in secret and smuggled out of Iran, There is No Evil is an anthology film comprising four moral tales...","Ehsan Mirhosseini, Shaghayegh Shoorian, Kaveh Ahangar, Alireza Zareparast",No consensus yet.
Days,2020,98,99222.0,Ming-liang Tsai," Kang lives alone in a big house. Through a glass faÃ§ade, he looks out onto the treetops lashed by wind...","Kang-sheng Lee, Anong Houngheuangsy",
My Heart Can't Beat Unless You Tell It To,2020,98,99009.0,Jonathan Cuartas," Dwight (Patrick Fugit) prowls the streets after dark. He searches each night for the lonely and forlorn, looking for people...","Patrick Fugit, Ingrid Sophie Schram, Owen Campbell, Moises L. Tovar","Unsettling and compelling in equal measure,"
Sweat,2020,98,99018.0,Magnus von Horn," Beloved fitness influencer Sylwia seemingly has it made: hundreds of thousands of social media followers, endorsement deals, photo spreads in...","Magdalena KoleÅnik, Julian Swiezewski, Aleksandra Konieczna, Zbigniew Zamachowski",No consensus yet.
Apples,2020,98,100881.0,Christos Nikou, ...,"Aris Servetalis, Sofia Georgovassili, Anna Kalaitzidou",
The Paper Tigers,2020,98,100809.0,Quoc Bao Tran," Three martial artists--notorious in their prime as ""the three tigers""--have grown into middle-aged men one kick from a pulled muscle....","Alain Uy, Ron Yuan, Mykel Shannon Jenkins, Jae Suh Park",No consensus yet.
Two of Us,2019,98,101469.0,Filippo Meneghetti," Two retired women, Nina and Madeleine, have been secretly in love for decades. Everybody, including Madeleineâs family, thinks they are...","Barbara Sukowa, Martine Chevallier, LÃ©a Drucker, JÃ©rÃ´me Varanfrain",No consensus yet.
The Mitchells vs. the Machines,2021,98,107363.0,Mike Rianda," Young Katie Mitchell embarks on a road trip with her proud parents, younger brother and beloved dog to start her...","Abbi Jacobson, Danny McBride, Maya Rudolph, Mike Rianda","Eye-catching and energetic,"
The Father,2020,98,113571.0,Florian Zeller," Anthony (Academy Award Winner, Anthony Hopkins) is 80, mischievous, living defiantly alone and rejecting the carers that his daughter, Anne...","Anthony Hopkins, Olivia Colman, Mark Gatiss, Imogen Poots","Led by stellar performances and artfully helmed by writer-director Florian Zeller,"
Minari,2020,98,118552.0,Lee Isaac Chung," A tender and sweeping story about what roots us, Minari follows a Korean-American family that moves to a tiny Arkansas...","Steven Yeun, Yeri Han, Youn Yuh-jung, Will Patton","Led by arresting performances from Steven Yeun and Yeri Han,"
MLK/FBI,2020,99,105790.0,Sam Pollard," Dr. Martin Luther King Jr. is remembered today as an American hero: a bridge-builder, a shrewd political tactician, and a...","David Garrow, Donna Murch, Marc Perrusquia, Andrew Young",No consensus yet.
"Summer of Soul (...Or, When the Revolution Could Not Be Televised)",2021,99,110636.0,"Ahmir ""Questlove"" Thompson"," In his acclaimed debut as a filmmaker, Ahmir ""Questlove"" Thompson presents a powerful and transporting documentary-part music film, part historical...","Stevie Wonder, Nina Simone, Sly and the Family Stone, Gladys Knight and the Pips",No consensus yet.
Paper Spiders,2021,100,101515.0,Inon Shampanier, Dawn (Lili Taylor) recently lost her husband and experiences growing anxiety as her daughter Melanie (Stefania Owen) plans to move...,"Lili Taylor, Stefania LaVie Owen, Peyton List, Ian Nelson",No consensus yet.
Woodlands Dark and Days Bewitched: A History of Folk Horror,2021,100,101571.0,Kier-La Janisse," WOODLANDS DARK AND DAYS BEWITCHED is the first feature-length documentary on the history of folk horror, exploring the phenomenon from...","Piers Haggard, Lawrence Gordon Clark, Jeremy Dyson, Alice Lowe",
Changing the Game,2019,100,101571.0,Michael Barnett, This intimate story takes us into the lives of three high school athletes from across the US -- all at...,"Mack Beggs, Sarah Rose Huckman, Andraya Yearwood","Urgent and empathetic,"
Sabaya,2021,100,101571.0,Hogir Hirori, Members of a group risk their lives trying to save Yazidi women and girls who are being held as sex...,,
Mayor,2020,100,101639.0,David Osit," A look at the life of Musa Hadid, the charismatic mayor of Palestinian city Ramallah, who aspires to lead the...",Musa Hadid,No consensus yet.
Slalom,2020,100,102197.0,CharlÃ¨ne Favier," This riveting, Cannes-selected #MeToo drama from debut filmmaker CharlÃ¨ne Favier follows the relationship between a teenage ski prodigy and her...","NoÃ©e Abita, JÃ©rÃ©mie Renier, Marie Denarnaud, Muriel Combeau","Led by NoÃ©e Abita's outstanding central performance,"
Identifying Features,2020,100,102761.0,Fernanda Valadez, A woman tries to find her son's whereabouts after he leaves Mexico to find work in the United States....,"Mercedes HernÃ¡ndez, David Illescas, Juan JesÃºs Varela, Ana Laura RodrÃ­guez","A slow-burning descent into desperation,"
"Quo Vadis, Aida?",2020,100,102898.0,Jasmila Zbanic," Bosnia, July 11th 1995. Aida is a translator for the United Nations in the small town of Srebrenica. When the...",Jasna Djuricic,No consensus yet.
76 Days,2020,100,105153.0,Hao Wu," Health care workers and patients combat the COVID-19 outbreak during a lockdown in Wuhan, China....",,No consensus yet.
